ADJ VALUE,ADJ VALUE TOTAL,PLAYER,TEAM ABBV,POS,INJ RISK,TIER,VALUE,MPG,PTS,3PTM,TREB,AST,STL,BLK,FG%,FT%,nationality_1,archetype,height_feet,weight_lbs,wingspan_feet,overall,group_outside_scoring,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,group_athleticism,speed,agility,strength,vertical,stamina,hustle,overall_durability,group_inside_scoring,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,group_playmaking,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,group_defense,interior_defense,perimeter_defense,steal,block,help_defense_iq,pass_perception,defensive_consistency,group_rebounding,offensive_rebound,defensive_rebound,intangibles,potential,total_attributes,badge_deadeye,badge_limitless_range,badge_mini_marksman,badge_set_shot_specialist,badge_shifty_shooter,badge_aerial_wizard,badge_float_game,badge_hook_specialist,badge_layup_mixmaster,badge_paint_prodigy,badge_physical_finisher,badge_post_fade_phenom,badge_post_powerhouse,badge_post_up_poet,badge_posterizer,badge_rise_up,badge_ankle_assassin,badge_bail_out,badge_break_starter,badge_dimer,badge_handles_for_days,badge_lightning_launch,badge_strong_handle,badge_unpluckable,badge_versatile_visionary,badge_challenger,badge_glove,badge_high_flying_denier,badge_immovable_enforcer,badge_interceptor,badge_off_ball_pest,badge_on_ball_menace,badge_paint_patroller,badge_pick_dodger,badge_post_lockdown,badge_boxout_beast,badge_rebound_chaser,badge_brick_wall,badge_slippery_off_ball,badge_pogo_stick,season_salary,birthdate,hometown,prior_to_nba,salary
3.262400562,3.367154473,Draymond Green,GSW,PF/C,H,PF 8,-0.2207961803,29,8.695882353,1.155882353,5.921470588,5.921470588,1.375735294,0.8373529412,0.411582213,0.7090227911,United States,2-Way Stretch Point Four,"6'7""",230.0,"7'1""",89.0,76.0,75.0,68.0,85.0,70.0,90.0,65.0,84.0,76.0,78.0,90.0,66.0,93.0,98.0,88.0,71.0,79.0,55.0,74.0,68.0,64.0,69.0,60.0,98.0,81.0,84.0,77.0,75.0,92.0,77.0,88.0,97.0,64.0,85.0,80.0,97.0,92.0,98.0,70.0,54.0,85.0,85.0,89.0,2940.0,,,,bronze,,bronze,,,,,bronze,,bronze,,,,,,gold,silver,,,,,silver,hof,,silver,silver,bronze,,silver,gold,,gold,,,gold,,,,,,Michigan State,
2.339281707,3.296645487,Grayson Allen,PHO,SG/SF,M,,-0.1691304073,29,13.49,2.706438356,3.289726027,3.409315068,1.027123288,0.3565753425,0.455082302,0.8240082698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.708913014,3.275401524,Chris Boucher,BOS,PF/C,L,,-0.2026886565,25,12.59077922,1.762987013,7.027662338,0.947012987,0.6676623377,0.6974025974,0.4816943697,0.781992658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.654772438,3.259219455,Darius Garland,LAC,PG,H,PG 5,-0.01706025047,30,19.45267857,2.715357143,2.588035714,6.3125,1.252857143,0.1269642857,0.4589460641,0.8569737954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.272200151,3.246470703,Jaden McDaniels,MIN,SF/PF,M,SF 7,-0.1269316277,31,12.4330137,1.04630137,5.306849315,1.854246575,1.086986301,0.8989041096,0.4956208904,0.813015738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.994007317,3.167601135,Donte DiVincenzo,MIN,PG/SG,H,PG 7,-0.1434444244,27,12.93617647,3.048529412,3.898088235,4.065147059,1.182205882,0.3317647059,0.4269956538,0.7860635697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1741849,3.115581854,Naz Reid,MIN,PF/C,M,,-0.1620802485,27,13.85369863,2.137260274,6.07,2.617260274,0.6609589041,0.8973972603,0.4650015831,0.7570247934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.046936855,3.083842232,R.J. Barrett,TOR,SF/PF,M,,-0.349377367,32,18.67726027,1.680273973,6.18,4.12,0.8234246575,0.2747945205,0.4613197328,0.7050099942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.375300463,3.024422345,Stephon Castle,SAS,PG/SG,L,,-0.4521052831,31,15.74,1.188961039,4.15012987,4.940649351,1.054025974,0.3288311688,0.4586055633,0.725000782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.818108176,2.994450581,Norman Powell,MIA,SG/SF,H,SG 7,-0.1647832088,32,18.50911765,2.512941176,3.266617647,1.877647059,1.122941176,0.1297058824,0.4800177476,0.804008016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.634447162,2.982507809,Tari Eason,HOU,SF/PF,H,SF 6,0.01647899172,26,13.005625,1.19484375,6.78390625,1.51796875,1.4771875,0.8225,0.4933800053,0.7520139143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.515243587,2.957463646,Obi Toppin,IND,PF,L,,-0.267689667,25,13.70493506,1.794415584,5.26038961,2.472337662,0.5787012987,0.4654545455,0.5223500368,0.7619734203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.050940881,2.945429772,LeBron James,LAL,SF/PF,H,PF 4,0.1356512364,34,21.9644,1.9594,7.0124,6.5216,1.0438,0.564,0.4946041644,0.7939955425,United States,2-Way 3-Level Point Forward,"6'8""",250.0,"7'0""",99.0,90.0,96.0,91.0,81.0,75.0,98.0,98.0,95.0,95.0,96.0,92.0,94.0,98.0,95.0,97.0,88.0,98.0,70.0,95.0,74.0,84.0,89.0,96.0,98.0,92.0,87.0,86.0,94.0,96.0,96.0,83.0,80.0,96.0,62.0,52.0,93.0,97.0,98.0,66.0,52.0,79.0,68.0,99.0,3245.0,gold,silver,,hof,gold,silver,gold,,gold,bronze,legendary,silver,silver,silver,hof,bronze,,gold,gold,gold,,gold,,,gold,hof,gold,legendary,gold,gold,gold,gold,bronze,gold,silver,,,gold,,gold,,,,St. Vincent–St. Mary High School,
4.539429618,2.94242532,Cam Thomas,BKN,SG/SF,M,,-0.2186088656,30,23.36237288,2.552033898,3.15559322,4.207457627,0.6183050847,0.1237288136,0.4258361654,0.8750070427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.61949585,2.913619579,Keyonte George,UTA,PG/SG,H,,-0.3744865805,31,18.05088235,2.764852941,3.459117647,4.656470588,0.5973529412,0.1332352941,0.4100373238,0.8290032904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.601699146,2.873416144,Bennedict Mathurin,LAC,SG/SF,H,,-0.298705873,32,19.09558824,1.591176471,5.453970588,2.558676471,0.7589705882,0.3311764706,0.4509706596,0.8219903373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.917168216,2.869240495,Adem Bona,PHI,C,M,,-0.2687621771,23,8.619545455,0.008636363636,6.277121212,0.6545454545,0.6648484848,1.83030303,0.713616704,0.6699977627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.675493123,2.837351999,Kyshawn George,WAS,SG/SF,H,,-0.1602219229,30,11.77191176,1.930441176,5.536323529,3.218823529,1.221617647,0.7080882353,0.4336059457,0.759975632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.618214007,2.807870774,Aaron Gordon,DEN,PF/C,H,,-0.2193017117,31,15.39485294,1.246764706,5.870588235,3.791029412,0.53,0.3227941176,0.5302330141,0.7990088965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.068954081,2.80096832,Jrue Holiday,POR,PG/SG,H,SG 6,-0.0349004192,32,12.65163934,2.110491803,4.76,5.44,1.225737705,0.543442623,0.4364800723,0.8700464608,United States,2-Way 3-Level Combo Guard,"6'4""",205.0,"6'7""",86.0,86.0,88.0,83.0,79.0,77.0,98.0,90.0,78.0,79.0,96.0,49.0,68.0,90.0,86.0,80.0,54.0,85.0,25.0,40.0,30.0,72.0,40.0,60.0,81.0,81.0,80.0,86.0,79.0,80.0,82.0,77.0,34.0,94.0,85.0,57.0,90.0,87.0,90.0,47.0,41.0,52.0,83.0,86.0,2702.0,,,,,,,bronze,,bronze,,,,,,,,bronze,silver,,bronze,,bronze,bronze,bronze,bronze,gold,gold,,gold,bronze,gold,gold,,gold,,,,,,,,,,UCLA,
1.708976463,2.791296188,Jaylen Wells,MEM,SG/SF,M,,-0.2273957963,31,15.36315068,2.642465753,4.746849315,2.644657534,0.6854794521,0.1346575342,0.4373737494,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.441228997,2.748086949,Bradley Beal,LAC,SG/SF,H,SG 6,-0.0903148585,31,17.15111111,2.036507937,3.257619048,3.382857143,1.004126984,0.5006349206,0.4912043628,0.8300048123,United States,Walking Bucket,"6'5""",207.0,"6'8""",89.0,93.0,97.0,93.0,84.0,90.0,95.0,98.0,80.0,76.0,75.0,62.0,87.0,98.0,78.0,81.0,70.0,95.0,30.0,84.0,55.0,55.0,54.0,95.0,92.0,80.0,82.0,88.0,76.0,85.0,70.0,54.0,45.0,66.0,43.0,47.0,75.0,65.0,40.0,47.0,42.0,51.0,85.0,89.0,2723.0,silver,gold,,gold,gold,,silver,,silver,,,,,,,,,silver,bronze,,bronze,,,,,,,,,,,,,,,,,,gold,,,,,Florida,
2.530239907,2.709350198,Devin Vassell,SAS,SG/SF,H,SF 7,-0.0725836287,29,14.57382353,2.610735294,4.005588235,2.280147059,1.270147059,0.4369117647,0.4545255314,0.8139534884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.50127061,2.702351009,Aaron Nesmith,IND,SF,H,SF 7,-0.1146602093,29,14.56073529,2.243088235,4.454558824,2.013676471,0.9763235294,0.4830882353,0.4747562386,0.8500114758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.373680117,2.684596495,Daniel Gafford,DAL,C,H,,-0.2457021197,21,9.628676471,0.0,6.318823529,1.368382353,0.48,1.590735294,0.6944877795,0.6809964976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.674360283,2.56848124,Anfernee Simons,CHI,PG/SG,M,,-0.274425309,31,19.02393443,3.236229508,2.594262295,5.188688525,0.6652459016,0.06672131148,0.4265012532,0.9010064152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.603085662,2.56702601,Josh Minott,BOS,SF/PF,M,,-0.183430217,20,9.647808219,1.217671233,4.177534247,1.356986301,1.115890411,0.8663013699,0.4920007785,0.8421133349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37824768,2.480569045,Zaccharie Risacher,ATL,SF/PF,M,,-0.297508899,30,16.85123288,2.31630137,3.9,1.537260274,0.7887671233,0.4549315068,0.4992692226,0.6829761423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.253292645,2.423399261,Jaylen Brown,BOS,SG/SF,H,SF 5,-0.05649879373,33,24.59240741,1.963148148,6.514814815,5.240185185,1.062222222,0.3538888889,0.4718029876,0.759992529,United States,2-Way Scoring Phenom,"6'6""",223.0,"7'0""",91.0,87.0,93.0,96.0,83.0,72.0,80.0,98.0,84.0,79.0,87.0,69.0,84.0,95.0,95.0,82.0,78.0,94.0,40.0,89.0,67.0,69.0,80.0,93.0,95.0,78.0,78.0,86.0,76.0,84.0,64.0,74.0,70.0,87.0,53.0,53.0,86.0,87.0,85.0,52.0,45.0,59.0,90.0,91.0,2934.0,bronze,,,silver,gold,,silver,,silver,,silver,,,,bronze,,bronze,bronze,,,,bronze,,,,bronze,,,silver,,silver,silver,,bronze,,,,,silver,bronze,,,,,
2.278091135,2.393417173,Brandin Podziemski,GSW,PG/SG,H,,-0.1367786253,29,13.53338235,2.146029412,5.502794118,3.469117647,1.143235294,0.1786764706,0.4518960956,0.7700047162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.346705025,2.381080056,Santi Aldama,MEM,PF/C,M,,-0.24970656,27,12.12520548,2.001506849,5.965342466,3.248493151,0.827260274,0.5904109589,0.4480761667,0.6629679824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.258879353,2.380196658,D'Angelo Russell,WAS,PG,M,,-0.3894401126,25,11.83506849,2.113424658,2.314520548,5.217808219,0.7890410959,0.4184931507,0.4180410495,0.8289735465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.158650087,2.354005248,De'Andre Hunter,SAC,SF/PF,H,,-0.1874117635,31,16.43294118,2.471911765,5.218382353,1.790294118,0.8001470588,0.3913235294,0.4630766882,0.8199826415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.360590623,2.338378992,VJ Edgecombe,PHI,SG,M,,-0.3684786225,31,11.6969863,1.502054795,4.197945205,2.324931507,1.485479452,0.4520547945,0.4080150366,0.7630048104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.583020589,2.289960392,Nicolas Claxton,BKN,C,H,,-0.2002873787,27,11.54433333,0.06783333333,7.517833333,2.0605,0.7796666667,1.562,0.5885004988,0.5359743041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.096698102,2.275330463,Lauri Markkanen,UTA,SF/PF,H,PF 6,0.073940705,31,21.68641509,3.383396226,5.654339623,1.796037736,0.7298113208,0.3998113208,0.4578257231,0.8869759751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.374868612,2.212292355,Kelly Oubre,PHI,SF/PF,M,,-0.235823113,33,13.30109589,1.136164384,4.812465753,1.512465753,1.375068493,0.4876712329,0.4708354088,0.7630087062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.132320391,2.209269,Moussa Diabate,CHA,C,M,,-0.3525901105,23,9.639863014,0.03397260274,7.90630137,0.9583561644,0.938630137,0.6708219178,0.6202073104,0.6399865073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.310792758,2.20909027,Mitchell Robinson,NYK,C,H,,-0.1489080379,25,7.710655738,0.0,8.817213115,0.8026229508,1.031311475,1.546885246,0.6578844906,0.5129767368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5230265414,2.189937293,Buddy Hield,ATL,SG/SF,L,,-0.2738574832,24,12.39883117,2.926753247,3.365974026,1.484935065,0.8964935065,0.2958441558,0.4329990177,0.8430703625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.93559793,2.166911313,Michael Porter Jr.,BKN,SF/PF,M,PF 7,-0.04706524201,32,19.3222807,2.917894737,6.93,1.868421053,0.5878947368,0.531754386,0.4681903948,0.824988698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.076377854,2.143553203,Kyle Filipowski,UTA,PF/C,M,,-0.3052059872,23,12.0609589,1.285890411,7.008356164,1.776712329,0.7434246575,0.5428767123,0.515030846,0.6800026235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.139287188,2.110119663,Keegan Murray,SAC,SF/PF,L,PF 8,0.01113662184,34,12.69311475,2.386557377,6.375081967,1.498196721,0.8526229508,0.9895081967,0.4694112091,0.8491209656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.08489234,2.063727848,Aaron Wiggins,OKC,SG/SF,M,,-0.2343402182,24,13.87493151,2.004931507,4.029041096,1.872191781,0.8554794521,0.2571232877,0.4924029263,0.8229726273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.003601648,2.055321472,Dillon Brooks,PHO,SF/PF,M,,-0.3350868819,31,14.43630137,2.505753425,3.45260274,2.685342466,0.9590410959,0.1921917808,0.4295592636,0.8009777526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.570604776,2.030958405,Jabari Smith Jr.,HOU,PF/C,M,,-0.2548623736,30,14.218,2.132714286,7.575,1.184142857,0.5022857143,0.5681428571,0.4468673027,0.8200175044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4902628491,1.933432972,Kentavious Caldwell-Pope,MEM,SG/SF,L,,-0.2725952197,29,9.585324675,1.887532468,2.791298701,1.966623377,1.200779221,0.3815584416,0.4363538576,0.8699573313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.148937556,1.910274893,Davion Mitchell,MIA,PG,M,,-0.3213553191,30,8.416712329,1.042739726,2.817534247,5.88,1.347534247,0.251369863,0.47035802,0.7060430899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.206629472,1.839524336,Zach Edey,MEM,C,H,C 8,0.101231294,27,14.25808511,0.3068085106,11.10382979,1.344468085,0.6706382979,1.62106383,0.6200184715,0.7210136121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.564841774,1.805698053,Wendell Carter Jr.,ORL,C,H,,-0.2196136629,28,11.42558824,1.005882353,7.431617647,1.657794118,0.8625,0.7432352941,0.5171083098,0.7239676224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8751493814,1.7763259,Isaiah Stewart,DET,C,M,,-0.361637907,22,6.926712329,0.4334246575,5.647534247,1.527671233,0.3750684932,1.573972603,0.563531284,0.7389933803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8652052552,1.765575608,Bobby Portis,MIL,PF/C,M,,-0.2340532035,23,12.5669863,1.233835616,7.259315068,2.03260274,0.7219178082,0.4371232877,0.4745840505,0.8200356365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.517392624,1.718521823,PJ Washington,DAL,SF/PF,H,,-0.32737787,31,13.92808824,1.55,5.870588235,2.061029412,1.012647059,0.7175,0.4612039063,0.7019895386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6950560501,1.709437618,Jonas Valanciunas,DEN,C,M,,-0.4293940597,18,9.567534247,0.1295890411,7.499315068,1.881917808,0.3787671233,0.4930136986,0.557898382,0.8420117429,Lithuania,3-Level Scoring Board Hunter,"6'11""",255.0,"7'3""",82.0,82.0,96.0,85.0,77.0,77.0,75.0,80.0,73.0,62.0,48.0,89.0,54.0,90.0,90.0,81.0,77.0,59.0,80.0,65.0,87.0,64.0,88.0,76.0,95.0,42.0,36.0,35.0,33.0,65.0,40.0,60.0,75.0,43.0,37.0,68.0,80.0,54.0,60.0,92.0,91.0,93.0,35.0,83.0,2546.0,,,,bronze,,silver,,silver,,silver,gold,gold,gold,gold,,silver,,,,,,,,,,,,,,,,,,,,silver,,silver,,,,,,Lithuania,
0.6060333864,1.687788239,Bub Carrington,WAS,PG/SG,M,,-0.491525967,29,10.63082192,1.815342466,4.542739726,5.289452055,0.5536986301,0.3135616438,0.4241537882,0.8130465373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.337134589,1.552937695,Quentin Grimes,PHI,SG/SF,H,,-0.2372057739,28,12.98867647,2.418088235,4.258382353,2.683382353,1.066029412,0.3591176471,0.453356466,0.7579973166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4710722163,1.544180263,Dennis Schroder,CLE,PG/SG,M,,-0.4357440167,29,12.29863014,1.410821918,2.9,5.074931507,0.7854794521,0.1794520548,0.4095519184,0.8239792496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4319127642,1.454312081,Luke Kornet,SAS,C,M,,-0.3421533909,19,6.683424658,0.01109589041,5.692876712,1.332328767,0.4769863014,1.059589041,0.6841604566,0.7049720954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.880034646,1.432621011,Jalen Suggs,ORL,PG,H,PG 7,-0.167899941,30,12.91981818,1.768,3.858727273,3.307454545,1.486181818,0.8512727273,0.4194146917,0.8360348678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.345253041,1.428866601,C.J. McCollum,ATL,PG/SG,H,,-0.2639014354,31,20.09929825,2.970175439,3.99122807,4.855964912,0.7178947368,0.4042105263,0.4380010971,0.7700179344,United States,Shot-Creating 3-Level Threat,"6'4""",200.0,"6'6""",86.0,89.0,89.0,90.0,84.0,83.0,98.0,90.0,82.0,82.0,76.0,60.0,80.0,98.0,98.0,78.0,58.0,80.0,30.0,40.0,49.0,55.0,32.0,80.0,98.0,81.0,78.0,86.0,82.0,78.0,82.0,56.0,35.0,77.0,41.0,51.0,69.0,50.0,70.0,55.0,50.0,59.0,80.0,86.0,2644.0,gold,silver,silver,silver,gold,,,,,,,,,,,,bronze,gold,,,bronze,bronze,bronze,bronze,,,,,,,,,,,,,,,gold,,,,,Lehigh,
1.191228252,1.411283553,Malik Monk,SAC,SG,H,,-0.3869160879,25,13.80441176,1.830735294,2.968676471,3.75,0.6992647059,0.4817647059,0.4627552905,0.8379925651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3777974118,1.334909303,Isaiah Collier,UTA,PG/SG,M,,-0.539700784,27,10.61986301,0.7661643836,3.244520548,6.373150685,1.100821918,0.232739726,0.4522757677,0.6989907187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
